video_id,label,frames,label_id,shape,format
110668,Doing other things,37,0,"(100, 176)",JPEG
110672,Thumb Down,37,19,"(100, 176)",JPEG
110678,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
110679,Swiping Up,37,18,"(100, 176)",JPEG
110682,Drumming Fingers,37,1,"(100, 176)",JPEG
110683,Swiping Up,37,18,"(100, 132)",JPEG
110685,Doing other things,37,0,"(100, 176)",JPEG
110687,Shaking Hand,37,9,"(100, 176)",JPEG
110689,Doing other things,37,0,"(100, 176)",JPEG
110697,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
110699,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
110701,Doing other things,37,0,"(100, 176)",JPEG
110704,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
110707,Stop Sign,37,14,"(100, 176)",JPEG
110712,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
110713,Shaking Hand,37,9,"(100, 176)",JPEG
110716,Swiping Up,37,18,"(100, 176)",JPEG
110718,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
110720,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
110730,Swiping Right,37,17,"(100, 176)",JPEG
110731,Swiping Left,37,16,"(100, 176)",JPEG
110732,Doing other things,37,0,"(100, 176)",JPEG
110737,Thumb Up,37,20,"(100, 176)",JPEG
110739,Swiping Right,37,17,"(100, 176)",JPEG
110744,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
110746,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
110748,Pushing Hand Away,37,5,"(100, 176)",JPEG
110755,Swiping Down,37,15,"(100, 176)",JPEG
110758,Stop Sign,37,14,"(100, 132)",JPEG
110761,Swiping Left,37,16,"(100, 176)",JPEG
110765,Pulling Hand In,37,3,"(100, 176)",JPEG
110772,Rolling Hand Forward,37,8,"(100, 176)",JPEG
110776,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
110778,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
110784,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
110787,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
110793,Swiping Up,37,18,"(100, 176)",JPEG
110796,No gesture,37,2,"(100, 176)",JPEG
110798,Doing other things,37,0,"(100, 176)",JPEG
110801,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
110803,Thumb Down,37,19,"(100, 132)",JPEG
110806,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
110809,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
110811,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
110814,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
110816,Shaking Hand,37,9,"(100, 176)",JPEG
110817,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
110821,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
110823,Pulling Hand In,37,3,"(100, 176)",JPEG
110824,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
110827,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
110834,Drumming Fingers,37,1,"(100, 176)",JPEG
110836,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
110838,Swiping Right,37,17,"(100, 176)",JPEG
110841,Doing other things,37,0,"(100, 176)",JPEG
110842,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
110845,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
110847,Swiping Up,37,18,"(100, 176)",JPEG
110851,No gesture,37,2,"(100, 132)",JPEG
110853,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
110858,Thumb Up,37,20,"(100, 176)",JPEG
110859,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
110865,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
110866,Swiping Left,37,16,"(100, 176)",JPEG
110867,Drumming Fingers,37,1,"(100, 176)",JPEG
110870,Doing other things,37,0,"(100, 176)",JPEG
110872,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
110877,Rolling Hand Backward,37,7,"(100, 176)",JPEG
110879,Stop Sign,37,14,"(100, 176)",JPEG
110883,Swiping Up,37,18,"(100, 176)",JPEG
110887,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
110894,Swiping Down,37,15,"(100, 132)",JPEG
110898,Doing other things,37,0,"(100, 176)",JPEG
110900,Stop Sign,37,14,"(100, 176)",JPEG
110902,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
110903,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
110907,Doing other things,37,0,"(100, 176)",JPEG
110910,Stop Sign,37,14,"(100, 176)",JPEG
110913,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
110916,Shaking Hand,37,9,"(100, 176)",JPEG
110917,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
110919,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
110928,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
110931,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
110938,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
110940,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
110944,Swiping Up,37,18,"(100, 176)",JPEG
110945,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
110946,Drumming Fingers,37,1,"(100, 176)",JPEG
110948,Stop Sign,37,14,"(100, 176)",JPEG
110949,Doing other things,37,0,"(100, 176)",JPEG
110950,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
110951,Stop Sign,37,14,"(100, 176)",JPEG
110953,Shaking Hand,37,9,"(100, 176)",JPEG
110955,Rolling Hand Backward,37,7,"(100, 176)",JPEG
110965,Swiping Right,37,17,"(100, 176)",JPEG
110972,Rolling Hand Backward,37,7,"(100, 176)",JPEG
110976,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
110978,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
110979,Rolling Hand Forward,37,8,"(100, 132)",JPEG
110980,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
110982,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
110989,Stop Sign,37,14,"(100, 176)",JPEG
110990,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
110992,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
110994,Doing other things,37,0,"(100, 176)",JPEG
110998,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111000,Swiping Left,37,16,"(100, 176)",JPEG
111004,Swiping Left,37,16,"(100, 176)",JPEG
111007,Swiping Left,37,16,"(100, 176)",JPEG
111010,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111026,Rolling Hand Forward,37,8,"(100, 132)",JPEG
111032,Shaking Hand,37,9,"(100, 176)",JPEG
111036,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
111037,Doing other things,37,0,"(100, 176)",JPEG
111041,Stop Sign,37,14,"(100, 176)",JPEG
111042,Pushing Hand Away,37,5,"(100, 132)",JPEG
111045,Shaking Hand,37,9,"(100, 176)",JPEG
111046,Rolling Hand Backward,37,7,"(100, 132)",JPEG
111050,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111053,Drumming Fingers,37,1,"(100, 176)",JPEG
111054,Thumb Up,37,20,"(100, 176)",JPEG
111057,Drumming Fingers,37,1,"(100, 176)",JPEG
111058,Drumming Fingers,37,1,"(100, 176)",JPEG
111060,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111064,Swiping Up,37,18,"(100, 176)",JPEG
111066,Drumming Fingers,37,1,"(100, 176)",JPEG
111068,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111076,Stop Sign,37,14,"(100, 176)",JPEG
111083,Swiping Down,37,15,"(100, 176)",JPEG
111084,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111087,Doing other things,37,0,"(100, 176)",JPEG
111094,Pushing Hand Away,37,5,"(100, 176)",JPEG
111099,Thumb Down,37,19,"(100, 176)",JPEG
111104,Pulling Hand In,37,3,"(100, 176)",JPEG
111107,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
111110,Pushing Hand Away,37,5,"(100, 176)",JPEG
111112,Swiping Left,37,16,"(100, 176)",JPEG
111113,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111114,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111116,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111118,Swiping Right,37,17,"(100, 176)",JPEG
111120,Stop Sign,37,14,"(100, 132)",JPEG
111124,Swiping Left,37,16,"(100, 176)",JPEG
111127,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111128,Doing other things,37,0,"(100, 176)",JPEG
111130,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111132,Pulling Hand In,37,3,"(100, 176)",JPEG
111133,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111134,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111137,Stop Sign,37,14,"(100, 100)",JPEG
111140,No gesture,37,2,"(100, 176)",JPEG
111145,Pushing Hand Away,37,5,"(100, 176)",JPEG
111152,Pushing Hand Away,37,5,"(100, 132)",JPEG
111154,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
111155,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111157,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111161,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111163,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111164,Drumming Fingers,37,1,"(100, 176)",JPEG
111165,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111166,Doing other things,37,0,"(100, 132)",JPEG
111168,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111169,Pushing Hand Away,37,5,"(100, 176)",JPEG
111171,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111173,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111174,Swiping Up,37,18,"(100, 132)",JPEG
111175,Pushing Hand Away,37,5,"(100, 176)",JPEG
111176,Drumming Fingers,37,1,"(100, 176)",JPEG
111180,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111182,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111183,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
111184,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
111185,Swiping Right,37,17,"(100, 176)",JPEG
111188,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111191,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
111194,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
111195,Doing other things,37,0,"(100, 176)",JPEG
111196,Doing other things,37,0,"(100, 176)",JPEG
111197,Swiping Down,37,15,"(100, 132)",JPEG
111199,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
111202,Pulling Hand In,37,3,"(100, 176)",JPEG
111204,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
111205,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111208,Swiping Left,37,16,"(100, 176)",JPEG
111210,Swiping Left,37,16,"(100, 176)",JPEG
111214,Pulling Hand In,37,3,"(100, 176)",JPEG
111221,Rolling Hand Backward,37,7,"(100, 132)",JPEG
111222,Thumb Down,37,19,"(100, 176)",JPEG
111223,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111224,Stop Sign,37,14,"(100, 176)",JPEG
111225,Swiping Right,37,17,"(100, 132)",JPEG
111226,Pulling Hand In,37,3,"(100, 132)",JPEG
111228,Swiping Left,37,16,"(100, 176)",JPEG
111231,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111234,Swiping Left,37,16,"(100, 176)",JPEG
111236,Swiping Down,37,15,"(100, 176)",JPEG
111237,Stop Sign,37,14,"(100, 132)",JPEG
111239,Swiping Right,37,17,"(100, 176)",JPEG
111243,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111245,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111247,Swiping Right,37,17,"(100, 176)",JPEG
111251,Thumb Down,37,19,"(100, 132)",JPEG
111253,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111254,No gesture,37,2,"(100, 132)",JPEG
111256,Thumb Up,37,20,"(100, 176)",JPEG
111259,Drumming Fingers,37,1,"(100, 176)",JPEG
111261,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111262,Swiping Right,37,17,"(100, 132)",JPEG
111273,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111274,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111277,Pulling Hand In,37,3,"(100, 176)",JPEG
111281,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111285,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111286,Pulling Hand In,37,3,"(100, 176)",JPEG
111290,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
111291,Swiping Up,37,18,"(100, 176)",JPEG
111293,Thumb Down,37,19,"(100, 132)",JPEG
111294,Thumb Up,37,20,"(100, 176)",JPEG
111296,Swiping Up,37,18,"(100, 132)",JPEG
111301,Thumb Down,37,19,"(100, 176)",JPEG
111302,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111304,Stop Sign,37,14,"(100, 176)",JPEG
111305,Stop Sign,37,14,"(100, 176)",JPEG
111308,Doing other things,37,0,"(100, 176)",JPEG
111314,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
111317,Swiping Left,37,16,"(100, 176)",JPEG
111319,Swiping Down,37,15,"(100, 176)",JPEG
111321,Swiping Up,37,18,"(100, 176)",JPEG
111324,Drumming Fingers,37,1,"(100, 176)",JPEG
111328,Drumming Fingers,37,1,"(100, 176)",JPEG
111330,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111332,Thumb Down,37,19,"(100, 132)",JPEG
111337,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111340,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111354,Pushing Hand Away,37,5,"(100, 176)",JPEG
111355,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111357,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111359,Pushing Hand Away,37,5,"(100, 176)",JPEG
111361,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111363,Doing other things,37,0,"(100, 176)",JPEG
111364,Swiping Left,37,16,"(100, 176)",JPEG
111366,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111367,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111369,Swiping Left,37,16,"(100, 176)",JPEG
111371,Thumb Up,37,20,"(100, 132)",JPEG
111377,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111378,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111380,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111383,Doing other things,37,0,"(100, 176)",JPEG
111384,Pulling Hand In,37,3,"(100, 176)",JPEG
111389,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111390,Shaking Hand,37,9,"(100, 132)",JPEG
111391,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111392,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
111401,Doing other things,37,0,"(100, 176)",JPEG
111404,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111405,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111409,Shaking Hand,37,9,"(100, 176)",JPEG
111414,Swiping Up,37,18,"(100, 176)",JPEG
111415,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111416,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111420,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111422,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111425,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111432,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111436,Swiping Down,37,15,"(100, 176)",JPEG
111440,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111441,No gesture,37,2,"(100, 176)",JPEG
111443,Doing other things,37,0,"(100, 176)",JPEG
111444,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111455,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111459,Stop Sign,37,14,"(100, 176)",JPEG
111463,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111464,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111465,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111466,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111469,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111470,Swiping Right,37,17,"(100, 176)",JPEG
111472,Swiping Up,37,18,"(100, 132)",JPEG
111475,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
111479,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
111480,Pulling Hand In,37,3,"(100, 176)",JPEG
111481,Swiping Down,37,15,"(100, 176)",JPEG
111488,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111491,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111492,No gesture,37,2,"(100, 132)",JPEG
111496,Doing other things,37,0,"(100, 176)",JPEG
111498,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111500,Shaking Hand,37,9,"(100, 132)",JPEG
111501,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111506,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111507,Sliding Two Fingers Down,37,10,"(100, 100)",JPEG
111509,Drumming Fingers,37,1,"(100, 176)",JPEG
111513,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111528,Swiping Down,37,15,"(100, 132)",JPEG
111530,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
111532,Thumb Down,37,19,"(100, 132)",JPEG
111534,Stop Sign,37,14,"(100, 176)",JPEG
111535,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
111537,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111538,Shaking Hand,37,9,"(100, 132)",JPEG
111539,Swiping Down,37,15,"(100, 176)",JPEG
111541,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111544,Shaking Hand,37,9,"(100, 176)",JPEG
111545,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111546,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111550,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111551,Thumb Up,37,20,"(100, 176)",JPEG
111552,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111553,Stop Sign,37,14,"(100, 176)",JPEG
111554,Pushing Hand Away,37,5,"(100, 176)",JPEG
111558,Swiping Up,37,18,"(100, 176)",JPEG
111564,Pulling Hand In,37,3,"(100, 176)",JPEG
111565,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
111568,Pushing Hand Away,37,5,"(100, 132)",JPEG
111569,Thumb Up,37,20,"(100, 176)",JPEG
111570,Stop Sign,37,14,"(100, 176)",JPEG
111579,Doing other things,37,0,"(100, 176)",JPEG
111581,Swiping Right,37,17,"(100, 176)",JPEG
111582,Doing other things,37,0,"(100, 176)",JPEG
111584,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111585,Swiping Right,37,17,"(100, 176)",JPEG
111593,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111596,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111598,Pulling Hand In,37,3,"(100, 176)",JPEG
111599,Pulling Hand In,37,3,"(100, 176)",JPEG
111600,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111606,Stop Sign,37,14,"(100, 132)",JPEG
111609,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111610,Thumb Up,37,20,"(100, 132)",JPEG
111612,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111613,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111616,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111620,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111621,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
111624,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111626,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111629,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111630,Shaking Hand,37,9,"(100, 176)",JPEG
111633,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111635,Swiping Up,37,18,"(100, 176)",JPEG
111637,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111639,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111642,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111646,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111647,Shaking Hand,37,9,"(100, 176)",JPEG
111648,Doing other things,37,0,"(100, 176)",JPEG
111649,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111652,Thumb Up,37,20,"(100, 176)",JPEG
111653,Swiping Down,37,15,"(100, 132)",JPEG
111656,Thumb Up,37,20,"(100, 132)",JPEG
111657,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111660,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111662,Swiping Left,37,16,"(100, 176)",JPEG
111669,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111675,Thumb Up,37,20,"(100, 176)",JPEG
111676,Pulling Hand In,37,3,"(100, 176)",JPEG
111684,Swiping Up,37,18,"(100, 176)",JPEG
111694,Doing other things,37,0,"(100, 176)",JPEG
111697,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111699,Doing other things,37,0,"(100, 176)",JPEG
111700,Shaking Hand,37,9,"(100, 132)",JPEG
111704,Swiping Right,37,17,"(100, 176)",JPEG
111708,Swiping Left,37,16,"(100, 176)",JPEG
111709,Pulling Hand In,37,3,"(100, 176)",JPEG
111710,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111712,No gesture,37,2,"(100, 176)",JPEG
111714,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111715,Swiping Up,37,18,"(100, 176)",JPEG
111716,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111719,Doing other things,37,0,"(100, 176)",JPEG
111720,Pulling Hand In,37,3,"(100, 176)",JPEG
111721,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111724,Rolling Hand Forward,37,8,"(100, 132)",JPEG
111726,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111733,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111735,Doing other things,37,0,"(100, 176)",JPEG
111736,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111737,Stop Sign,37,14,"(100, 176)",JPEG
111738,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111747,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111748,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111749,Pulling Hand In,37,3,"(100, 132)",JPEG
111750,Doing other things,37,0,"(100, 176)",JPEG
111751,Doing other things,37,0,"(100, 176)",JPEG
111753,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111760,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111762,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111763,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111764,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111769,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
111771,Swiping Down,37,15,"(100, 176)",JPEG
111773,Drumming Fingers,37,1,"(100, 176)",JPEG
111777,Rolling Hand Backward,37,7,"(100, 132)",JPEG
111779,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111782,Thumb Up,37,20,"(100, 176)",JPEG
111784,Swiping Left,37,16,"(100, 176)",JPEG
111785,Thumb Down,37,19,"(100, 176)",JPEG
111787,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111794,Swiping Right,37,17,"(100, 176)",JPEG
111795,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111797,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111801,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111802,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111804,Doing other things,37,0,"(100, 176)",JPEG
111807,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111810,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111811,Pushing Hand Away,37,5,"(100, 176)",JPEG
111814,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111818,Doing other things,37,0,"(100, 176)",JPEG
111822,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111824,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111833,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111834,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
111836,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
111838,Swiping Up,37,18,"(100, 176)",JPEG
111841,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
111843,Rolling Hand Backward,37,7,"(100, 176)",JPEG
111849,Stop Sign,37,14,"(100, 176)",JPEG
111850,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111855,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111870,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
111871,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
111873,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111874,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
111879,Swiping Down,37,15,"(100, 176)",JPEG
111880,Swiping Left,37,16,"(100, 176)",JPEG
111883,Doing other things,37,0,"(100, 176)",JPEG
111886,No gesture,37,2,"(100, 176)",JPEG
111888,Pushing Hand Away,37,5,"(100, 176)",JPEG
111889,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111892,No gesture,37,2,"(100, 176)",JPEG
111893,Rolling Hand Forward,37,8,"(100, 132)",JPEG
111896,Swiping Down,37,15,"(100, 132)",JPEG
111898,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
111899,Pulling Hand In,37,3,"(100, 176)",JPEG
111906,Doing other things,37,0,"(100, 176)",JPEG
111907,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111915,Thumb Up,37,20,"(100, 176)",JPEG
111920,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111921,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111924,Drumming Fingers,37,1,"(100, 176)",JPEG
111925,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
111927,Pushing Hand Away,37,5,"(100, 176)",JPEG
111934,Thumb Down,37,19,"(100, 132)",JPEG
111935,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
111936,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
111938,Swiping Down,37,15,"(100, 176)",JPEG
111943,Pushing Hand Away,37,5,"(100, 132)",JPEG
111947,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
111952,Rolling Hand Forward,37,8,"(100, 176)",JPEG
111954,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
111955,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
111957,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
111958,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
111960,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
111962,No gesture,37,2,"(100, 176)",JPEG
111964,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
111965,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
111967,Swiping Down,37,15,"(100, 176)",JPEG
111971,Swiping Right,37,17,"(100, 176)",JPEG
111972,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
111977,No gesture,37,2,"(100, 176)",JPEG
111978,Pushing Hand Away,37,5,"(100, 176)",JPEG
111981,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
